,age,income,frq,rcn,mnt,clothes,kitchen,small_appliances,toys,house_keeping,dependents,per_net_purchase,gender,education,status,description
1350,1972,55400,8,79,42,51,4,35,7,3,1,47,F,1st Cycle,Single,Kind of OK
1351,1949,93509,25,32,890,67,5,19,9,1,1,42,M,Graduation,Married,OK nice!
1352,1951,86168,27,54,1011,67,5,19,2,7,1,31,M,Graduation,Single,Take my money!!
1353,1950,104589,41,82,1605,68,4,21,4,3,1,61,M,Master,Married,OK nice!
1354,1968,84144,21,77,591,49,15,15,4,16,1,38,M,2nd Cycle,Married,Kind of OK
1355,1984,43690,9,0,38,38,7,41,7,7,1,60,F,Graduation,Married,Kind of OK
1356,1984,35071,8,405,14,33,11,42,10,4,1,61,M,Graduation,Married,Kind of OK
1357,1994,27197,13,73,69,12,36,18,20,14,0,67,F,1st Cycle,Single,Kind of OK
1358,1971,62181,19,62,391,67,10,17,1,6,1,58,M,2nd Cycle,Together,Meh...
1359,1938,120913,45,78,2287,29,0,55,15,1,0,10,M,1st Cycle,Together,OK nice!
1360,1939,130572,39,95,1860,15,24,24,18,19,0,26,M,1st Cycle,Together,Take my money!!
1361,1966,77635,31,63,1011,72,6,16,1,5,1,62,M,Graduation,Widow,Take my money!!
1362,1965,62948,18,50,302,89,1,8,0,2,1,62,M,2nd Cycle,Together,OK nice!
1363,1960,78721,9,25,93,75,3,17,2,3,1,52,M,Graduation,Married,OK nice!
1364,1982,45910,11,64,59,73,1,23,1,2,1,62,F,Graduation,Together,Meh...
1365,1950,114174,25,55,1028,39,4,37,2,18,0,37,M,1st Cycle,Together,Kind of OK
1366,1961,77507,24,75,654,71,1,22,4,3,1,50,M,Master,Married,Kind of OK
1367,1968,71677,13,87,147,75,1,19,3,3,1,60,F,Graduation,Widow,Kind of OK
1368,1954,83267,18,3,481,42,10,36,8,4,1,41,M,2nd Cycle,Widow,OK nice!
1369,1978,54663,18,12,438,75,6,13,2,3,0,41,M,PhD,Together,OK nice!
1370,1961,78627,19,91,394,95,0,4,0,0,1,64,M,Master,Single,Meh...
1371,1985,27399,3,461,7,34,3,27,24,12,1,39,F,2nd Cycle,Married,Horrible
1372,1995,10886,9,2,17,13,33,21,4,29,1,55,M,1st Cycle,Married,OK nice!
1373,1947,100334,41,34,1850,39,6,50,4,1,0,20,M,Graduation,Married,Take my money!!
1374,1987,44339,11,75,122,17,9,15,20,39,1,45,M,2nd Cycle,Together,Meh...
1375,1961,74428,17,26,346,91,1,7,1,0,1,55,F,Master,Married,Meh...
1376,1980,41804,10,24,25,41,3,40,10,6,1,71,M,2nd Cycle,Single,OK nice!
1377,1963,77635,37,44,1349,87,1,9,0,3,1,56,M,2nd Cycle,Single,OK nice!
1378,1969,41971,8,317,17,82,0,14,2,2,1,60,M,Graduation,Married,Meh...
1379,1991,39250,10,98,64,27,6,54,4,9,0,51,F,Graduation,Married,Meh...
1380,1966,80576,18,61,389,94,1,4,1,1,1,58,F,Graduation,Married,OK nice!
1381,1969,71255,19,69,438,92,0,7,0,0,1,50,F,Master,Together,OK nice!
1382,1996,24994,10,41,44,6,24,26,21,22,1,66,M,1st Cycle,Single,Meh...
1383,1939,109632,31,83,1336,23,19,27,8,23,0,22,F,Graduation,Married,Take my money!!
1384,1989,24064,11,52,42,24,5,62,2,7,1,57,M,2nd Cycle,Single,OK nice!
1385,1949,98255,27,9,1092,55,1,41,2,1,0,23,M,Master,Widow,OK nice!
1386,1970,78280,29,77,1024,43,8,36,0,12,1,49,M,2nd Cycle,Married,OK nice!
1387,1956,81652,27,56,1012,66,4,24,4,3,0,24,M,Graduation,Married,Take my money!!
1388,1990,34067,11,51,64,26,8,52,8,5,1,57,M,Graduation,Together,Kind of OK
1389,1975,41322,9,83,42,41,2,35,12,9,1,48,M,Graduation,Married,Meh...
1390,1955,99627,33,86,1269,39,20,17,7,17,1,41,F,2nd Cycle,Single,Take my money!!
1391,1963,72385,27,0,766,60,5,25,7,3,1,66,M,2nd Cycle,Divorced,Take my money!!
1392,1992,29932,8,87,87,42,8,21,8,21,1,25,F,1st Cycle,Single,OK nice!
1393,1940,106346,41,100,1982,66,2,26,4,2,0,16,F,PhD,Married,Take my money!!
1394,1952,84688,15,30,294,48,4,39,4,5,1,44,M,Master,Married,OK nice!
1395,1970,58398,17,42,259,74,0,24,1,1,1,58,M,Master,Single,Kind of OK
1396,1986,42167,10,74,51,57,1,41,1,0,1,62,F,PhD,Together,Kind of OK
1397,1953,89305,15,7,351,28,6,55,6,5,1,36,F,Graduation,Single,Kind of OK
1398,1968,58610,9,52,31,56,12,28,0,4,1,65,M,2nd Cycle,Married,Meh...
1399,1945,106343,46,80,2351,46,5,34,8,7,0,8,F,2nd Cycle,Married,OK nice!
1400,1937,97483,24,86,963,77,2,16,4,1,0,15,M,Graduation,Together,Meh...
1401,1995,26933,9,169,16,7,40,13,33,8,0,65,M,1st Cycle,Single,Meh...
1402,1980,40973,14,77,148,37,5,27,14,17,1,62,M,2nd Cycle,Together,Kind of OK
1403,1959,72754,10,35,183,17,4,50,5,24,1,39,F,2nd Cycle,Divorced,OK nice!
1404,1952,83018,27,66,1076,47,8,28,13,4,0,23,M,Graduation,Married,OK nice!
1405,1964,79266,17,80,294,65,4,25,6,1,1,69,M,2nd Cycle,Single,OK nice!
1406,1986,52576,14,21,181,59,2,30,1,8,1,62,F,Master,Single,Meh...
1407,1989,29325,6,404,20,47,2,32,14,5,1,40,F,Graduation,Together,OK nice!
1408,1978,53446,13,10,117,71,0,26,2,1,1,57,M,PhD,Married,Meh...
1409,1946,106543,35,2,1539,62,8,24,5,1,1,26,M,Graduation,Together,Take my money!!
1410,1957,79562,20,66,486,67,6,19,3,5,1,44,M,PhD,Married,Meh...
1411,1986,46062,8,96,41,40,9,47,2,2,1,54,F,Graduation,Single,Meh...
1412,1993,40492,7,94,32,30,24,24,12,10,1,40,M,OldSchool,Single,OK nice!
1413,1976,56391,22,36,432,70,5,21,4,0,,58,F,Graduation,Divorced,Kind of OK
1414,1988,44677,13,96,68,40,4,48,1,7,1,60,F,Master,Married,Kind of OK
1415,1977,56982,9,72,29,71,2,24,3,0,1,70,M,Master,Married,OK nice!
1416,1996,48521,16,29,218,12,9,27,30,22,1,67,M,1st Cycle,Single,OK nice!
1417,1950,83137,26,18,1022,20,16,39,15,10,1,25,M,2nd Cycle,Widow,Take my money!!
1418,1940,129470,48,90,2467,59,9,24,8,0,0,11,F,PhD,Widow,Take my money!!
1419,1938,116752,45,36,2287,22,3,57,1,17,0,15,M,Graduation,Single,Take my money!!
1420,1974,49183,9,80,46,81,1,15,2,1,1,44,M,PhD,Together,Meh...
1421,1938,103617,33,50,1474,74,1,23,1,1,0,17,M,PhD,Widow,OK nice!
1422,1955,80918,19,23,601,40,15,36,8,1,1,27,M,2nd Cycle,Single,Meh...
1423,1976,61068,17,12,258,34,10,29,5,22,1,56,F,1st Cycle,Together,Kind of OK
1424,1960,90994,31,72,1144,87,2,9,0,1,1,44,M,Graduation,Divorced,Take my money!!
1425,1950,93981,26,41,946,70,2,22,3,3,1,33,M,Graduation,Married,OK nice!
1426,1960,82160,26,34,831,80,1,17,1,1,1,47,F,2nd Cycle,Together,OK nice!
1427,1982,44265,13,15,120,36,6,45,12,2,1,70,M,Graduation,Married,Meh...
1428,1950,111854,20,24,778,28,5,45,11,11,1,21,M,Graduation,Together,Kind of OK
1429,1936,106123,28,70,1210,29,5,47,7,11,0,21,M,Graduation,Together,Take my money!!
1430,1962,79855,7,26,90,82,1,15,1,2,1,39,M,PhD,Single,OK nice!
1431,1992,44244,12,46,83,9,7,48,16,19,1,70,M,Graduation,Single,Meh...
1432,1975,51724,13,62,153,60,1,36,1,2,1,45,M,Graduation,Married,Kind of OK
1433,1971,59190,7,86,52,47,5,40,3,5,1,35,F,2nd Cycle,Married,OK nice!
1434,1949,103817,29,20,1277,69,3,25,1,2,0,14,F,PhD,Single,OK nice!
1435,1976,65992,17,46,304,63,3,32,0,2,1,56,M,Graduation,Married,Kind of OK
1436,1965,55980,8,58,63,81,1,14,3,0,1,46,F,Graduation,Married,OK nice!
1437,1991,22041,11,43,33,9,40,19,16,16,1,67,F,Graduation,Together,OK nice!
1438,1985,53710,17,35,259,17,21,52,5,5,1,70,M,Graduation,Single,Kind of OK
1439,1970,74793,22,95,707,70,2,25,2,1,1,38,M,Graduation,Single,OK nice!
1440,1978,48844,12,36,153,65,2,28,3,2,1,44,F,Graduation,Married,Meh...
1441,1978,57071,19,17,385,89,0,9,1,1,1,45,M,Master,Single,OK nice!
1442,1939,124316,35,18,1733,41,9,41,1,9,0,13,F,Graduation,Together,Take my money!!
1443,1960,87137,28,90,960,85,1,10,2,2,1,43,M,Graduation,Single,Take my money!!
1444,1973,56732,7,49,35,74,0,24,1,1,1,56,F,Master,Married,Kind of OK
1445,1943,94278,24,47,1020,40,6,27,24,2,0,11,M,Graduation,Single,Kind of OK
1446,1961,70872,10,50,152,85,0,14,0,1,1,45,F,Graduation,Single,OK nice!
1447,1987,34011,12,81,60,58,8,27,7,0,1,53,F,Graduation,Single,OK nice!
1448,1964,52609,9,71,66,70,1,23,3,3,1,50,F,1st Cycle,Married,Meh...
1449,1983,44224,7,6,42,17,29,20,18,16,,45,F,1st Cycle,Single,Meh...
1450,1963,84127,10,14,186,61,6,23,3,7,1,54,M,Graduation,Together,Kind of OK
1451,1956,82536,18,84,598,55,3,34,4,4,1,19,M,Graduation,Married,Meh...
1452,1994,19525,10,10,23,18,10,41,14,17,1,62,M,1st Cycle,Single,OK nice!
1453,1964,51262,7,495,20,67,3,25,2,3,0,56,F,Master,Married,Meh...
1454,1936,122719,48,4,2470,64,2,26,4,4,0,10,F,2nd Cycle,Married,Take my money!!
1455,1972,50718,7,16,74,74,1,19,2,4,1,41,F,Graduation,Together,Kind of OK
1456,1962,79138,16,53,299,78,1,18,1,2,1,55,F,Graduation,Married,OK nice!
1457,1945,104671,30,21,1347,43,3,43,8,3,0,21,F,Master,Widow,Take my money!!
1458,1955,74752,22,4,602,12,21,35,5,27,1,43,M,1st Cycle,Single,OK nice!
1459,1940,99173,15,43,487,37,12,40,5,6,0,16,M,Master,Single,OK nice!
1460,1993,28857,10,83,33,9,17,33,30,11,1,66,F,2nd Cycle,Single,Meh...
1461,1993,29317,10,91,24,7,8,48,19,17,0,71,F,2nd Cycle,Single,Meh...
1462,1954,101881,30,69,1140,83,1,12,1,3,,38,M,Master,Married,Take my money!!
1463,1980,49449,18,50,396,49,14,34,3,0,1,37,M,Master,Together,Kind of OK
1464,1983,48553,10,66,41,53,4,38,4,1,1,64,M,Graduation,Married,Kind of OK
1465,1971,59603,17,23,264,65,3,28,2,2,1,60,F,Graduation,Together,Kind of OK
1466,1972,78643,11,40,118,67,2,28,2,1,1,60,F,Graduation,Single,OK nice!
1467,1979,39990,9,36,34,76,0,20,1,2,1,50,F,Graduation,Together,Kind of OK
1468,1948,90108,24,48,963,22,22,34,16,7,0,14,M,Graduation,Married,OK nice!
1469,1954,87447,18,11,645,24,1,29,18,28,0,14,F,1st Cycle,Married,Kind of OK
1470,1966,67341,26,53,829,53,4,26,9,8,0,32,M,Graduation,Together,OK nice!
1471,1945,108705,44,56,1918,45,5,37,5,8,1,54,M,Graduation,Together,OK nice!
1472,1968,59166,14,73,260,82,2,11,2,3,1,47,M,Graduation,Divorced,Meh...
1473,1938,114458,39,62,1916,49,1,44,1,5,0,15,F,Master,Together,Take my money!!
1474,1948,97367,39,15,1857,31,6,41,15,7,0,10,F,Graduation,Together,Take my money!!
1475,1974,52515,13,3,264,28,13,27,15,17,1,23,M,2nd Cycle,Single,OK nice!
1476,1966,57339,20,85,386,89,1,9,1,0,1,58,F,Graduation,Married,Kind of OK
1477,1984,26686,10,409,19,50,6,30,9,5,1,75,M,Graduation,Single,Kind of OK
1478,1958,92074,29,9,1028,37,20,28,2,13,1,41,M,Graduation,Single,OK nice!
1479,1973,68786,17,20,394,64,3,26,4,3,1,36,M,Graduation,Together,OK nice!
1480,1972,48538,9,9,40,38,3,44,5,9,1,56,F,2nd Cycle,Single,OK nice!
1481,1938,128007,33,3,1600,25,7,63,4,1,0,13,F,Graduation,Single,OK nice!
1482,1982,35522,9,71,35,38,6,45,5,6,1,66,F,PhD,Single,Meh...
1483,1941,96517,35,96,1529,50,3,43,3,1,0,16,M,Master,Widow,Take my money!!
1484,1986,29320,8,519,11,25,4,59,6,6,1,67,M,Graduation,Single,Kind of OK
1485,1984,36101,9,31,27,27,8,52,6,6,1,56,M,2nd Cycle,Married,OK nice!
1486,1953,100114,29,70,1143,70,5,18,7,0,0,41,F,Master,Single,Take my money!!
1487,1993,43655,13,65,72,17,6,24,26,27,1,74,M,2nd Cycle,Single,Meh...
1488,1990,35658,9,99,40,16,33,25,14,12,1,57,F,Graduation,Single,Kind of OK
1489,1965,52936,14,9,187,89,0,9,0,1,1,51,F,Graduation,Divorced,Meh...
1490,1973,71218,12,59,225,70,1,24,2,2,,36,M,PhD,Together,OK nice!
1491,1981,62001,11,89,91,52,3,33,2,11,1,61,F,Master,Single,Meh...
1492,1950,120045,40,46,1852,75,1,17,6,1,1,29,F,Master,Together,OK nice!
1493,1945,103479,40,70,1660,75,2,20,1,2,1,41,M,Master,Married,OK nice!
1494,1981,43892,8,27,35,28,12,29,9,22,1,47,M,Graduation,Single,Meh...
1495,1976,66897,14,21,254,39,3,42,10,7,1,46,M,2nd Cycle,Together,OK nice!
1496,1965,75953,10,52,122,93,1,5,0,1,1,56,F,PhD,Single,Kind of OK
1497,1957,81455,24,70,715,65,2,28,3,2,1,38,F,PhD,Together,Kind of OK
1498,1948,100548,32,90,1475,42,12,35,6,4,0,11,M,Graduation,Widow,OK nice!
1499,1960,72730,15,79,295,79,1,12,3,6,1,43,M,Graduation,Divorced,OK nice!
1500,1989,47024,9,22,47,38,0,43,13,6,1,61,M,Graduation,Single,Kind of OK
1501,1981,38853,10,44,40,30,5,50,14,2,1,64,M,2nd Cycle,Single,OK nice!
1502,1989,45982,13,94,91,21,20,37,20,2,1,68,F,Master,Single,OK nice!
1503,1985,39758,9,23,25,60,0,34,2,4,1,59,M,PhD,Married,Meh...
1504,1969,61647,20,9,495,60,7,25,4,4,1,41,F,Graduation,Married,OK nice!
1505,1956,90856,35,96,1402,64,9,14,5,8,1,34,F,Graduation,Together,Take my money!!
1506,1942,113061,32,29,1405,85,4,8,3,0,1,32,M,Graduation,Married,Take my money!!
1507,1940,122365,36,23,1798,64,3,29,1,2,0,9,F,Master,Single,Take my money!!
1508,1969,58453,9,50,65,87,0,12,0,0,1,54,M,Master,Married,Kind of OK
1509,1951,82605,29,73,1088,50,4,18,15,13,1,27,M,Graduation,Together,OK nice!
1510,1978,49779,9,46,28,34,8,39,3,16,,67,F,Graduation,Married,Kind of OK
1511,1990,36768,7,222,13,9,28,27,20,16,0,64,M,1st Cycle,Single,Meh...
1512,1958,87821,41,64,1730,46,7,31,10,6,0,32,M,1st Cycle,Married,OK nice!
1513,1975,56044,8,295,19,61,9,22,8,0,1,53,M,1st Cycle,Married,Kind of OK
1514,1974,65399,11,50,186,62,7,18,5,8,1,39,F,Graduation,Single,Meh...
1515,1993,31385,10,13,55,9,45,21,22,2,0,54,M,2nd Cycle,Single,Kind of OK
1516,1957,68160,8,16,148,37,16,22,16,9,1,26,F,2nd Cycle,,OK nice!
1517,1965,64797,21,61,549,63,6,20,6,5,0,50,M,Master,Married,Meh...
1518,1981,37515,14,65,149,43,4,41,7,5,,65,M,Graduation,Married,OK nice!
1519,1967,68657,16,19,345,71,2,21,1,5,1,36,M,2nd Cycle,Married,Kind of OK
1520,1964,49152,17,53,262,78,2,15,5,0,1,50,F,Graduation,Married,OK nice!
1521,1956,98153,24,8,895,76,4,13,3,3,1,28,F,Graduation,Together,Meh...
1522,1940,135579,36,41,1796,41,0,52,2,5,0,11,F,Graduation,Together,Take my money!!
1523,1952,72592,15,51,397,40,15,32,4,9,1,20,M,Graduation,Divorced,OK nice!
1524,1951,99308,22,39,774,54,0,38,5,3,1,39,M,Graduation,Married,Kind of OK
1525,1980,48092,18,9,338,49,6,19,12,14,1,39,M,2nd Cycle,Single,Meh...
1526,1961,73101,15,35,346,41,20,35,3,1,1,32,M,Graduation,Single,OK nice!
1527,1961,87253,29,95,954,77,0,22,0,0,1,56,M,Master,Married,Take my money!!
1528,1969,67871,21,13,492,90,1,8,1,0,1,45,M,Graduation,Together,OK nice!
1529,1940,131702,38,23,1924,52,1,37,5,6,0,11,F,Graduation,Married,OK nice!
1530,1952,103225,30,67,1012,73,2,17,4,5,1,51,M,Graduation,Married,Take my money!!
1531,1960,59581,9,31,90,78,3,17,0,2,1,44,M,Graduation,Single,Meh...
1532,1960,71817,20,4,439,91,1,7,1,1,1,51,F,2nd Cycle,Widow,Meh...
1533,1986,45755,8,16,40,51,18,17,9,5,1,44,M,2nd Cycle,Together,Meh...
1534,1941,96889,28,96,1209,28,18,27,18,9,0,13,M,Graduation,Widow,OK nice!
1535,1963,72503,16,9,300,78,2,17,0,3,1,51,F,2nd Cycle,Married,Kind of OK
1536,1993,32636,14,68,182,12,22,25,27,15,1,50,M,2nd Cycle,Single,Kind of OK
1537,1980,25755,8,59,27,44,11,26,2,17,0,51,M,Graduation,Married,OK nice!
1538,1958,92298,23,47,884,63,6,20,5,6,0,25,F,Graduation,Together,Meh...
1539,1951,95550,26,72,949,82,2,13,1,2,1,34,F,PhD,Together,Take my money!!
1540,1951,87751,23,90,711,79,2,16,1,2,1,47,F,PhD,Together,Kind of OK
1541,1985,44167,12,5,59,43,5,38,3,11,1,67,M,Graduation,Married,Kind of OK
1542,1959,73311,18,51,346,50,4,38,7,1,1,52,M,Graduation,Together,OK nice!
1543,1973,65750,17,78,340,67,3,25,5,0,1,60,M,Master,Married,Kind of OK
1544,1952,93956,16,38,387,52,9,21,6,12,1,43,F,Graduation,Single,Kind of OK
1545,1965,66581,20,84,484,84,0,15,0,1,1,40,F,Graduation,Married,Kind of OK
1546,1979,56693,6,84,41,41,3,45,7,4,1,36,M,Master,Together,Kind of OK
1547,1960,97104,37,17,1470,82,0,16,1,1,1,53,M,Graduation,Married,Take my money!!
1548,1971,76592,21,61,709,55,2,33,6,4,1,34,F,Graduation,Together,Meh...
1549,1973,49950,10,93,66,64,1,30,3,2,1,53,M,Graduation,Together,OK nice!
1550,1986,28289,15,71,152,55,6,38,0,1,1,66,M,PhD,Single,Meh...
1551,1985,50947,13,21,121,36,6,51,1,6,1,71,M,Graduation,Married,Kind of OK
1552,1950,85599,29,71,1203,39,3,46,12,0,1,18,M,Graduation,,Take my money!!
1553,1958,90048,24,37,825,52,19,24,0,5,1,35,M,PhD,Married,Kind of OK
1554,1994,25307,8,7,46,39,8,16,32,4,1,39,M,1st Cycle,Single,Meh...
1555,1973,55440,9,15,90,63,6,27,4,0,1,39,F,Graduation,Married,OK nice!
1556,1938,133116,42,34,2165,50,2,28,12,8,0,12,M,Graduation,Widow,Take my money!!
1557,1988,37125,9,207,19,27,0,49,12,12,1,64,F,Graduation,Married,Kind of OK
1558,1992,37070,13,40,119,7,22,39,25,8,1,53,M,Graduation,Single,Kind of OK
1559,1996,29064,7,76,30,8,4,18,13,57,1,49,F,1st Cycle,Single,OK nice!
1560,1981,50856,18,27,345,43,4,33,9,11,1,49,F,1st Cycle,Single,Kind of OK
1561,1978,65855,6,265,20,49,2,41,3,5,1,45,M,Graduation,Married,OK nice!
1562,1941,96737,13,1,395,39,8,38,5,10,0,14,F,Graduation,Married,Meh...
1563,1988,29497,13,52,74,53,5,38,4,0,1,65,F,Graduation,Single,Kind of OK
1564,1953,75760,26,53,893,57,10,23,9,1,1,33,F,1st Cycle,Together,OK nice!
1565,1941,101795,23,69,957,16,7,38,19,20,0,20,M,Graduation,Married,Meh...
1566,1940,107146,43,56,2165,69,4,21,4,2,0,9,F,PhD,Divorced,Take my money!!
1567,1965,69556,21,76,435,94,0,5,0,0,1,56,F,Graduation,Married,Meh...
1568,1961,77842,18,60,490,67,0,23,1,9,1,41,M,Master,Married,Meh...
1569,1989,42251,16,46,218,50,13,34,3,0,1,61,F,1st Cycle,Single,OK nice!
1570,1969,58190,13,91,149,77,1,19,1,2,1,54,F,Graduation,Together,Meh...
1571,1946,113774,29,3,1342,42,6,38,6,9,0,19,M,Graduation,Married,OK nice!
1572,1989,51437,12,2,72,54,6,31,4,5,1,74,F,Master,Single,Meh...
1573,1988,29533,12,82,70,29,16,27,14,14,1,63,F,2nd Cycle,Married,Meh...
1574,1970,77556,21,81,481,57,6,32,5,0,1,48,F,2nd Cycle,Single,Kind of OK
1575,1949,89777,34,84,1607,27,2,36,2,33,0,12,M,Graduation,Married,OK nice!
1576,1952,83695,22,74,831,70,6,19,4,1,1,24,M,Graduation,Single,Kind of OK
1577,1980,45973,15,42,185,28,8,50,5,9,1,54,M,2nd Cycle,Single,Kind of OK
1578,1964,52180,6,17,19,82,2,14,2,0,1,38,M,Graduation,Married,Meh...
1579,1954,92021,33,61,1345,54,4,27,7,8,1,27,F,Graduation,Married,OK nice!
1580,1993,43643,12,59,55,17,12,32,17,22,0,81,M,2nd Cycle,Single,Meh...
1581,1987,20688,8,127,13,29,24,34,0,13,1,56,M,2nd Cycle,Married,OK nice!
1582,1979,41092,8,68,32,74,2,18,4,2,1,42,F,Graduation,Single,Meh...
1583,1949,88705,27,29,952,42,15,24,9,10,1,39,F,Graduation,Single,OK nice!
1584,1947,97595,30,5,1343,28,4,41,12,15,0,13,M,2nd Cycle,Married,Take my money!!
1585,1959,72077,19,56,602,33,3,42,4,18,1,22,F,Graduation,Together,Kind of OK
1586,1937,104008,29,2,1340,53,2,35,6,4,0,14,M,Master,Together,OK nice!
1587,1936,123451,41,18,2104,52,1,44,2,1,0,13,M,Graduation,Together,Take my money!!
1588,1953,91938,33,73,1270,56,6,26,6,7,1,32,M,PhD,Married,OK nice!
1589,1993,10000,9,493,11,34,29,14,14,9,1,59,M,1st Cycle,Single,Meh...
1590,1949,90789,31,7,1218,70,5,17,5,3,0,45,M,Graduation,Married,OK nice!
1591,1945,107751,42,0,2109,20,10,56,8,6,0,9,M,Graduation,Married,OK nice!
1592,1969,62738,14,65,182,85,2,11,1,2,1,46,M,1st Cycle,Married,Meh...
1593,1944,113622,34,8,1596,26,2,46,16,11,0,20,M,2nd Cycle,Divorced,Take my money!!
1594,1953,89034,30,94,1082,76,2,19,2,1,1,37,M,PhD,Married,OK nice!
1595,1958,77598,30,65,1213,54,4,23,7,12,0,29,M,Graduation,Together,OK nice!
1596,1978,62645,7,71,34,57,3,32,5,4,1,51,M,2nd Cycle,Married,OK nice!
1597,1944,92224,31,78,1276,38,8,39,2,13,0,19,M,Graduation,Single,OK nice!
1598,1963,75378,27,35,768,90,1,8,1,0,1,55,M,Graduation,Married,Take my money!!
1599,1939,118888,32,53,1464,47,5,40,3,5,0,17,M,Graduation,Married,OK nice!
1600,1937,121510,51,8,2644,36,5,50,7,2,0,11,M,Graduation,Married,Take my money!!
1601,1988,45823,11,13,68,31,7,52,9,0,1,55,F,2nd Cycle,Together,Kind of OK
1602,1955,85856,20,20,649,19,18,34,11,18,1,26,M,2nd Cycle,Single,Kind of OK
1603,1984,31214,10,8,38,33,5,48,4,10,1,55,M,Graduation,Married,OK nice!
1604,1974,54995,8,57,42,45,9,32,10,4,1,39,F,Master,Together,Meh...
1605,1939,116250,39,73,1858,49,6,39,2,4,0,27,F,Master,Single,OK nice!
1606,1962,84983,13,52,302,43,8,36,4,9,1,33,M,2nd Cycle,Divorced,Meh...
1607,1977,47684,7,77,27,31,11,43,7,7,1,58,F,Graduation,Together,OK nice!
1608,1981,47191,11,13,75,25,14,37,17,7,1,64,M,Graduation,Single,OK nice!
1609,1942,99634,33,75,1539,20,19,40,9,12,0,12,M,1st Cycle,Together,OK nice!
1610,1973,56034,5,124,20,52,0,26,9,13,1,42,F,Graduation,Married,Meh...
1611,1952,94439,25,18,955,48,8,27,4,14,1,26,F,Graduation,Widow,OK nice!
1612,1986,39743,8,49,22,27,10,45,6,11,1,59,M,1st Cycle,Together,OK nice!
1613,1950,106403,21,54,832,69,1,26,2,2,1,21,M,Graduation,Single,Meh...
1614,1978,,7,55,51,70,4,20,1,5,1,41,M,Graduation,Married,OK nice!
1615,1975,46942,7,509,13,58,1,34,4,4,1,54,F,1st Cycle,Single,Kind of OK
1616,1966,86305,28,5,891,89,0,9,1,1,1,51,F,Master,Single,Take my money!!
1617,1950,110222,35,47,1413,91,1,6,1,1,1,35,F,Master,Married,OK nice!
1618,1986,49808,9,29,50,43,0,38,9,10,1,58,F,Graduation,Single,OK nice!
1619,1944,109433,46,96,2225,58,2,35,2,3,0,18,F,PhD,Married,Take my money!!
1620,1959,83266,25,61,954,54,5,28,5,7,1,21,M,Graduation,Single,Meh...
1621,1988,54551,9,35,56,42,7,39,10,1,1,55,M,Graduation,Together,Kind of OK
1622,1995,38043,11,41,91,10,18,23,47,2,0,58,M,1st Cycle,Married,OK nice!
1623,1944,94436,40,1,1861,26,9,49,9,8,0,24,M,Graduation,Single,Take my money!!
1624,1947,79445,25,66,1025,68,3,26,2,1,0,12,M,Master,Widow,Kind of OK
1625,1976,52846,19,7,432,65,1,31,1,1,0,41,M,Master,Married,OK nice!
1626,1967,67531,22,92,646,64,2,28,4,2,0,32,M,Graduation,Together,Kind of OK
1627,1972,58655,10,87,151,85,0,14,0,0,1,47,F,PhD,Married,Kind of OK
1628,1982,53666,8,9,40,40,5,42,6,6,1,60,F,PhD,Single,Kind of OK
1629,1971,61398,21,11,489,70,2,23,3,3,1,37,M,Graduation,Married,Meh...
1630,1964,60686,12,83,92,62,5,28,3,2,1,67,F,Graduation,Together,Meh...
1631,1977,47325,8,35,64,64,1,30,3,2,1,43,F,Graduation,Married,Kind of OK
1632,1960,87744,15,1,259,60,3,31,4,3,1,56,F,PhD,Married,OK nice!
1633,1947,111347,39,99,1923,53,4,31,5,7,0,15,M,Graduation,Single,OK nice!
1634,1971,60104,10,89,66,55,3,36,4,2,1,69,F,Graduation,Married,Meh...
1635,1993,33125,10,24,40,27,8,26,36,3,1,59,M,2nd Cycle,Together,Meh...
1636,1954,101666,21,68,715,56,3,27,8,6,1,34,F,Graduation,Together,Kind of OK
1637,1991,31618,10,57,50,18,15,45,12,10,0,57,F,Graduation,Together,Meh...
1638,1945,93760,25,84,1077,36,6,49,4,4,0,12,M,PhD,Together,Meh...
1639,1942,125382,35,46,1728,57,1,39,1,3,0,12,F,Master,Married,OK nice!
1640,1940,99698,26,70,1145,43,1,45,5,6,0,11,M,2nd Cycle,Married,Take my money!!
1641,1986,49882,8,330,19,78,2,19,0,0,1,49,M,Master,Married,Meh...
1642,1972,61748,9,46,37,86,1,11,1,1,1,59,F,Graduation,Divorced,Kind of OK
1643,1967,68041,12,23,118,93,0,6,0,1,1,57,M,PhD,Single,Kind of OK
1644,1961,71865,17,33,297,74,1,21,3,1,1,58,M,1st Cycle,Married,Kind of OK
1645,1939,121480,46,90,2347,45,1,38,5,11,0,10,M,Graduation,Married,OK nice!
1646,1936,134375,47,27,2349,55,4,35,3,3,0,21,F,Graduation,Married,Take my money!!
1647,1961,81647,24,73,711,70,3,20,1,6,1,48,F,Graduation,Single,OK nice!
1648,1970,58378,21,67,549,36,6,46,6,7,1,43,M,Graduation,Divorced,Kind of OK
1649,1963,70087,19,30,549,61,3,30,3,3,1,32,F,Graduation,Married,Meh...
1650,1970,76839,15,22,345,76,4,15,1,4,1,42,M,Graduation,Together,OK nice!
1651,1977,59896,11,99,90,58,6,21,7,8,1,54,M,2nd Cycle,Married,Meh...
1652,1969,58665,14,62,184,84,0,13,0,3,1,57,F,Graduation,Together,Kind of OK
